Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging)
a02f4000006n7J1AAI,08/31/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1462
a02f4000006n77BAAQ,08/26/2013,08/25/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,2762
a02f4000006n77AAAQ,04/10/2017,06/30/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2761
a02f4000006n78iAAA,09/25/2013,06/15/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ECONOMICS,1315
a02f400000Bli77AAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2937
a02f4000006n7DNAAY,09/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,971
a02f4000006n7JrAAI,06/20/2016,,11/28/2018,Attending,Bachelor's,NSC,,,144
a02f400000Bli33AAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,662
a02f4000006n6loAAA,08/19/2017,05/23/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2617
a02f4000006n7AOAAY,08/29/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,278
a02f4000006n6vZAAQ,08/23/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2150
a02f4000006n6ytAAA,08/27/2012,,11/28/2018,Attending,Bachelor's,NSC,,,2324
a02f400000Bli4jAAB,06/18/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2323
a02f4000006n6yvAAA,06/19/2017,08/10/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2322
a02f4000006n6yuAAA,06/13/2016,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2321
a02f4000006n7PCAAY,08/22/2015,11/06/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2221
a02f4000006n6wnAAA,08/17/2016,12/09/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2642
a02f4000006n6wmAAA,01/23/2017,03/26/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2641
a02f400000Bli7gAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1505
a02f400000BlhxtAAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2804
a02f400000BlhxsAAB,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2803
a02f400000Bli8hAAB,08/15/2018,,11/28/2018,Attending,Bachelor's,NSC,,,446
a02f4000006n6zUAAQ,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,592
a02f4000006n6ymAAA,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2342
a02f4000006n6wgAAA,08/27/2012,08/20/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COLLABORATIVE HEALTH AND HUMAN SERVICES,2046
a02f4000006n6whAAA,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2045
a02f4000006n76IAAQ,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,220
a02f4000006n79TAAQ,08/26/2013,05/26/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANTHROPOLOGY,427
a02f4000006n79WAAQ,08/19/2017,05/16/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,426
a02f4000006n79RAAQ,06/13/2016,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,425
a02f4000006n79UAAQ,08/19/2017,12/14/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,424
a02f4000006n79SAAQ,06/15/2015,07/30/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,423
a02f400000Bli1pAAB,04/30/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,422
a02f4000006n79VAAQ,08/19/2017,05/16/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,421
a02f4000006n79XAAQ,08/19/2017,12/14/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,420
a02f400000Bli3UAAR,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2249
a02f4000006n6wcAAA,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2753
a02f4000006n6v7AAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1946
a02f4000006n7OyAAI,06/20/2016,,11/28/2018,Attending,Bachelor's,NSC,,,760
a02f4000006n6qnAAA,06/12/2017,08/03/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,36
a02f4000006n6qmAAA,06/08/2015,,11/28/2018,Attending,Bachelor's,NSC,,,35
a02f400000Bli7ZAAR,06/11/2018,07/19/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,34
a02f4000006n6qlAAA,06/13/2016,12/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,33
a02f4000006n6jSAAQ,09/25/2017,06/15/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,836
a02f400000Bli24AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2206
a02f400000Bli25AAB,01/16/2018,05/15/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2205
a02f4000006n74ZAAQ,01/17/2017,05/16/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2204
a02f4000006n74aAAA,08/25/2014,05/11/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NUTRITIONAL SCIENCES,2203
a02f4000006n6pdAAA,08/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1251
a02f4000006n7IEAAY,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,612
a02f4000006n6g7AAA,04/04/2016,06/24/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,503
a02f400000Bli7jAAB,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1166
a02f400000Blhy7AAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1172
a02f4000006n7LZAAY,06/26/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1355
a02f4000006n6gZAAQ,08/29/2012,12/17/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,926
a02f4000006n6gYAAQ,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,925
a02f4000006n6kDAAQ,08/19/2014,,11/28/2018,Attending,Bachelor's,NSC,,,1206
a02f4000006n6kCAAQ,06/15/2015,07/22/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1205
a02f400000Bli0CAAR,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1532
a02f4000006n72hAAA,01/22/2015,12/17/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1772
a02f4000006n72eAAA,09/21/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1771
a02f4000006n72gAAA,01/20/2016,05/27/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1770
a02f4000006n72fAAA,08/19/2013,12/19/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1769
a02f4000006n7DVAAY,06/15/2015,08/10/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2460
a02f4000006n7DUAAY,06/09/2014,08/15/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2459
a02f4000006n7DWAAY,06/17/2013,08/10/2013,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2458
a02f4000006n75QAAQ,10/01/2014,,11/28/2018,Attending,Bachelor's,NSC,,,463
a02f4000006n75RAAQ,08/23/2014,12/18/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,462
a02f400000Bli4EAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,578
a02f400000Bli7bAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,695
a02f4000006n6tfAAA,09/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,814
a02f4000006n6gHAAQ,08/20/2015,12/20/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,555
a02f400000Bli0KAAR,07/03/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,554
a02f4000006n6gGAAQ,09/26/2011,09/11/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,553
a02f400000Bli1yAAB,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1373
a02f4000006n7FNAAY,08/17/2015,05/26/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1372
a02f400000Bli07AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1044
a02f4000006n6foAAA,06/03/2013,05/23/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,CHDV (ELEMENTARY PRE-CRED) BA,1043
a02f4000006n6fpAAA,06/15/2015,07/23/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1042
a02f400000Bli1xAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1222
a02f4000006n7AiAAI,09/05/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,433
a02f400000Bli5gAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1165
a02f4000006n6llAAA,08/29/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1055
a02f4000006n74kAAA,09/07/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1788
a02f4000006n6hfAAA,08/23/2017,05/14/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1536
a02f400000Bli7oAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1535
a02f4000006n76xAAA,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,162
a02f400000Bli7hAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2838
a02f4000006n74LAAQ,09/16/2013,12/09/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,JOURNALISM,2792
a02f4000006n74MAAQ,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2791
a02f4000006n71ZAAQ,09/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2025
a02f4000006n73uAAA,06/06/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1386
a02f4000006n6iHAAQ,09/19/2016,,11/28/2018,Attending,Bachelor's,NSC,,,167
a02f400000BlhygAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2237
a02f400000Bli2iAAB,01/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,674
a02f4000006n6orAAA,07/01/2013,10/16/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,673
a02f4000006n7FtAAI,08/24/2016,01/18/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,260
a02f4000006n7FrAAI,08/14/2017,12/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,259
a02f4000006n7FsAAI,01/30/2017,05/26/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,257
a02f4000006n70ZAAQ,09/15/2014,12/12/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,840
a02f400000BlhyoAAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2344
a02f4000006n6skAAA,09/23/2013,09/30/2013,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1638
a02f400000BlhysAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1080
a02f400000Bli7EAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,915
a02f4000006n6nnAAA,08/31/2011,05/06/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,2338
a02f4000006n6nmAAA,06/15/2015,08/06/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2337
a02f4000006n6m8AAA,08/17/2016,,11/28/2018,Attending,Bachelor's,NSC,,,761
a02f4000006n79vAAA,08/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2780
a02f4000006n6xtAAA,08/17/2016,12/17/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2794
a02f4000006n7EEAAY,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,54
a02f4000006n6kpAAA,08/17/2015,12/11/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,859
a02f4000006n7IMAAY,09/24/2012,06/12/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION (BA),815
a02f400000Bli8LAAR,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2172
a02f4000006n76gAAA,09/26/2016,12/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2171
a02f4000006n76hAAA,01/17/2017,12/13/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2170
a02f4000006n6nlAAA,09/26/2016,09/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1034
a02f4000006n6nkAAA,09/05/2017,12/21/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1033
a02f4000006n7CnAAI,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2144
a02f4000006n6zbAAA,08/24/2011,12/16/2011,11/28/2018,Withdrew,Bachelor's,NSC,,,1284
a02f4000006n6zaAAA,01/11/2016,05/19/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1283
a02f4000006n6zZAAQ,08/19/2013,12/18/2015,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE,EQUINE STUDIES/HORSE TRAINING,1282
a02f4000006n6zYAAQ,09/24/2012,12/14/2012,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1281
a02f4000006n7HfAAI,08/26/2017,12/16/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2264
a02f4000006n7HgAAI,08/31/2015,12/16/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2263
a02f4000006n72ZAAQ,07/21/2016,07/21/2016,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE OF SCIENCE,CRIMINAL JUSTICE,730
a02f4000006n72bAAA,05/02/2016,07/22/2016,11/28/2018,Graduated,Associate's or Certificate (TBD),NSC,,,729
a02f4000006n72aAAA,08/25/2014,11/27/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,728
a02f400000Bli6xAAB,09/25/2017,06/29/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,727
a02f400000Bli52AAB,09/24/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2626
a02f400000Bli8fAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,726
a02f4000006n6wqAAA,08/25/2015,12/18/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,2161
a02f4000006n6wpAAA,06/06/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2160
a02f4000006n708AAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,975
a02f400000BlhxUAAR,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2454
a02f4000006n6rbAAA,08/29/2017,12/15/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,1124
a02f400000Bli4NAAR,08/18/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1123
a02f4000006n75jAAA,08/31/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2743
a02f400000Bli45AAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1814
a02f400000Bli3FAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,185
a02f400000Bli4nAAB,08/13/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1082
a02f4000006n6z6AAA,09/05/2017,05/17/2018,11/28/2018,Transferred out,Bachelor's,NSC,,,1081
a02f4000006n6gNAAQ,06/06/2016,09/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,277
a02f4000006n6gMAAQ,09/02/2016,09/02/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,276
a02f4000006n6gLAAQ,09/12/2011,12/12/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,275
a02f4000006n6gOAAQ,06/18/2012,08/11/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,274
a02f4000006n6poAAA,09/27/2012,06/10/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,1993
a02f400000Bli20AAB,08/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2189
a02f4000006n7DaAAI,09/23/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2620
a02f4000006n7DZAAY,06/20/2016,07/28/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2619
a02f400000Bli4mAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1387
a02f4000006n79sAAA,09/09/2015,,11/28/2018,Attending,Bachelor's,NSC,,,333
a02f4000006n7MqAAI,08/28/2013,05/08/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,1525
a02f4000006n7MpAAI,01/18/2017,12/16/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1524
a02f400000BlhzfAAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1548
a02f4000006n799AAA,08/29/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1547
a02f4000006n6yxAAA,05/26/2015,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2808
a02f4000006n6xIAAQ,09/19/2015,,11/28/2018,Attending,Bachelor's,NSC,,,239
a02f4000006n6xJAAQ,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,238
a02f400000Bli0FAAR,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,453
a02f400000Bli8VAAR,09/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1896
a02f4000006n757AAA,08/29/2013,05/15/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,2105
a02f400000Bli5MAAR,03/23/2018,03/23/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,2104
a02f4000006n756AAA,06/14/2015,09/15/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2103
a02f4000006n755AAA,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2102
a02f400000Bli5mAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2202
a02f4000006n78vAAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2464
a02f400000Bli6LAAR,08/16/2018,,11/28/2018,Attending,Bachelor's,NSC,,,773
a02f400000Blhx7AAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1066
a02f4000006n7A3AAI,08/24/2016,12/20/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2936
a02f4000006n7KWAAY,08/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,245
a02f400000BlhyFAAR,09/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2750
a02f400000Bli4cAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,608
a02f4000006n6mNAAQ,01/22/2015,06/01/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2191
a02f4000006n6mMAAQ,08/20/2012,01/25/2013,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2190
a02f4000006n6mCAAQ,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,343
a02f400000BlhxOAAR,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2657
a02f4000006n7MAAAY,08/30/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1610
a02f4000006n6lOAAQ,08/20/2012,05/14/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,610
a02f400000Bli4FAAR,08/15/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1813
a02f400000Bli30AAB,01/08/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2044
a02f4000006n6ocAAA,09/26/2016,03/31/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2043
a02f4000006n6xjAAA,08/29/2016,05/10/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,192
a02f400000Bli4pAAB,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,697
a02f4000006n6r0AAA,08/21/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1015
a02f400000Bli6FAAR,09/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1470
a02f4000006n71yAAA,03/05/2017,08/07/2018,11/28/2018,Graduated,Associate's or Certificate (TBD),NSC,ASSOCIATE IN ARTS,LIBERAL ARTS AA,1469
a02f4000006n7KCAAY,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2258
a02f4000006n7NjAAI,09/07/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1340
a02f4000006n7FmAAI,08/19/2014,05/19/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,1897
a02f4000006n766AAA,09/26/2016,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,715
a02f4000006n765AAA,09/21/2015,04/05/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,714
a02f4000006n6myAAA,08/30/2017,,11/28/2018,Attending,Bachelor's,NSC,,,710
a02f4000006n7BUAAY,08/27/2016,12/17/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,807
a02f4000006n6rkAAA,09/28/2017,03/24/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1684
a02f4000006n6rjAAA,09/26/2013,06/12/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,1683
a02f4000006n6iaAAA,08/08/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1174
a02f4000006n7KJAAY,08/20/2013,02/16/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,933
a02f4000006n7KIAAY,08/24/2011,05/11/2012,11/28/2018,Transferred out,Bachelor's,NSC,,,932
a02f4000006n7KLAAY,03/31/2015,08/24/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,931
a02f4000006n7KHAAY,06/13/2016,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,930
a02f4000006n7KGAAY,08/17/2015,12/10/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,929
a02f4000006n7KKAAY,08/27/2012,06/08/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,928
a02f4000006n7KFAAY,01/27/2016,,11/28/2018,Attending,Bachelor's,NSC,,,927
a02f4000006n6ydAAA,08/16/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1753
a02f4000006n7DvAAI,06/12/2017,07/22/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2819
a02f4000006n7HeAAI,09/25/2017,,11/28/2018,Attending,Bachelor's,NSC,,,770
a02f4000006n76KAAQ,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,520
a02f400000BlhxqAAB,07/02/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,519
a02f4000006n76LAAQ,06/29/2015,06/30/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,518
a02f4000006n6sOAAQ,09/04/2013,05/11/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MUSIC BUS., ENTRE., TECH.",614
a02f4000006n6yHAAQ,09/02/2015,05/03/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,1920
a02f4000006n6yFAAQ,10/01/2014,06/11/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,1919
a02f4000006n6yEAAQ,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1918
a02f4000006n6yDAAQ,06/13/2016,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1917
a02f4000006n6yCAAQ,06/15/2015,07/23/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1916
a02f4000006n6yGAAQ,08/23/2014,12/18/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1915
a02f4000006n7NGAAY,09/17/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2535
a02f400000Bli31AAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2269
a02f4000006n73hAAA,09/21/2011,07/07/2016,11/28/2018,Graduated,Bachelor's,NSC,BS,BUSINESS ADMINISTRATION,622
a02f4000006n73kAAA,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,621
a02f4000006n73jAAA,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,620
a02f4000006n73iAAA,06/18/2012,08/11/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,619
a02f4000006n7HEAAY,09/19/2015,03/17/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2885
a02f4000006n7HFAAY,09/26/2016,03/30/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2884
a02f4000006n7FGAAY,08/17/2016,12/06/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,51
a02f400000Bli4tAAB,05/25/2018,05/25/2018,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE-TRANSFER,ADMINISTRATION OF JUSTICE,688
a02f4000006n6tSAAQ,06/13/2017,06/19/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,687
a02f4000006n6tRAAQ,08/22/2016,12/13/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,686
a02f4000006n6tQAAQ,01/13/2014,06/01/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,685
a02f4000006n6tPAAQ,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,684
a02f4000006n6tOAAQ,08/25/2014,10/20/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,683
a02f4000006n6tNAAQ,08/27/2012,12/21/2013,11/28/2018,Transferred out,Bachelor's,NSC,,,682
a02f4000006n6tMAAQ,09/26/2016,09/28/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,681
a02f4000006n6tLAAQ,06/15/2015,05/24/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,680
a02f4000006n72EAAQ,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,522
a02f4000006n71uAAA,08/16/2017,12/16/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1028
a02f4000006n71tAAA,08/17/2016,12/07/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1027
