Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging)
a02f400000iSnEwAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1844
a02f4000006n7MgAAI,2016-08-29,2016-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1843
a02f4000006n7MhAAI,2016-08-29,2017-05-11,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1842
a02f4000006n7CaAAI,2017-08-28,2017-12-16,2019-11-18,Transferred out,Bachelor's,NSC,,,1192
a02f400000Bli1nAAB,2018-01-16,2018-05-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1191
a02f400000Bli1mAAB,2018-08-15,2019-05-24,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1190
a02f4000006n76lAAA,2016-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,859
a02f4000006n6x4AAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,2147
a02f400000KZCJXAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2146
a02f4000006n79CAAQ,2013-08-26,2013-12-16,2019-11-18,Withdrew,Bachelor's,NSC,,,3258
a02f4000006n79DAAQ,2016-08-22,2018-12-12,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,"CINEMATIC ARTS, FILM AND TELEVISION PRODUCTION",3257
a02f400000iSnGgAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,3423
a02f400000iSnGfAAK,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3422
a02f4000006n7BMAAY,2015-09-02,2019-08-10,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HEALTH SCIENCES,2931
a02f400000KZCHFAA5,2019-04-08,2019-06-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2930
a02f400000KbGaVAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,1547
a02f400000iSnBlAAK,2020-01-02,,2019-11-18,Attending,Bachelor's,NSC,,,1840
a02f4000006n73dAAA,2016-08-29,2016-12-17,2019-11-18,Withdrew,Bachelor's,NSC,,,2067
a02f400000KbGbJAAV,2019-09-30,,2019-11-18,Attending,Bachelor's,NSC,,,4175
a02f400000iSn9iAAC,2020-09-04,,2019-11-18,Attending,Bachelor's,NSC,,,3630
a02f400000Bli8oAAB,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,1001
a02f400000KbGaMAAV,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2902
a02f400000PaNPeAAN,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2900
a02f400000Bli1TAAR,2018-06-11,2018-07-19,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2898
a02f4000006n6hXAAQ,2016-08-17,2017-12-07,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2897
a02f400000Bli1SAAR,2018-01-16,2018-12-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2901
a02f400000G1i6ZAAR,2019-01-14,2019-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2899
a02f400000KbGb2AAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3308
a02f4000006n7PoAAI,2017-08-23,2018-12-17,2019-11-18,Withdrew,Bachelor's,NSC,,,3307
a02f4000006n6oYAAQ,2015-08-25,2016-10-04,2019-11-18,Transferred out,Bachelor's,NSC,,,2921
a02f400000Bli0RAAR,2018-08-21,2019-12-19,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION STUDIES,2920
a02f4000006n6oXAAQ,2016-06-06,2016-09-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2919
a02f4000006n6oWAAQ,2016-06-27,2017-06-30,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2918
a02f4000006n6oVAAQ,2017-09-05,2018-05-25,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE OF ARTS-TRANSFER,LIBERAL ARTS: SOC/BEH SCI,2917
a02f400000KbGilAAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2452
a02f4000006n6vIAAQ,2016-08-17,2016-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2438
a02f4000006n6vHAAQ,2014-08-18,2015-12-18,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2437
a02f400000PaNPQAA3,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2436
a02f400000iSn9oAAC,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,679
a02f4000006n7FzAAI,2014-09-27,2018-06-14,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MARINE BIOLOGY,3061
a02f400000KbGdMAAV,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,3557
a02f4000006n7EEAAY,2017-08-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1701
a02f4000006n72IAAQ,2013-08-26,2014-05-23,2019-11-18,Withdrew,Bachelor's,NSC,,,1591
a02f400000iSnA5AAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4249
a02f4000006n6lfAAA,2016-08-17,2020-05-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART - STUDIO ART BA,330
a02f400000Bli5GAAR,2018-08-27,2019-01-22,2019-11-18,Transferred out,Bachelor's,NSC,,,2175
a02f4000006n7OXAAY,2016-03-28,2018-12-14,2019-11-18,Withdrew,Bachelor's,NSC,,,1820
a02f400000KbGZxAAN,2019-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,1592
a02f400000G1i7CAAR,2019-01-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3283
a02f4000006n6yFAAQ,2014-10-01,2015-06-11,2019-11-18,Transferred out,Bachelor's,NSC,,,3921
a02f4000006n6yGAAQ,2014-08-23,2014-12-18,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3920
a02f400000G1i6IAAR,2019-01-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3919
a02f4000006n6yEAAQ,2017-06-12,2017-07-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3918
a02f4000006n6yDAAQ,2016-06-13,2016-07-21,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3917
a02f4000006n6yCAAQ,2015-06-15,2015-07-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3916
a02f4000006n6yHAAQ,2015-09-02,2018-05-03,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,3915
a02f400000KbGfhAAF,2019-09-30,2019-10-14,2019-11-18,Transferred out,Bachelor's,NSC,,,264
a02f400000PaNPIAA3,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,263
a02f400000KbGdAAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2672
a02f4000006n70IAAQ,2017-08-17,2019-05-06,2019-11-18,Withdrew,Bachelor's,NSC,,,2673
a02f4000006n6uCAAQ,2014-08-27,2018-05-03,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,3715
a02f4000006n6vWAAQ,2016-06-13,2016-09-18,2019-11-18,Transferred out,Bachelor's,NSC,,,240
a02f4000006n6vVAAQ,2014-08-15,2018-05-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,LANDSCAPE ARCHITECTURE BA,239
a02f4000006n72DAAQ,2017-08-28,2020-05-31,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,1274
a02f400000G1i75AAB,2019-01-14,2019-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1273
a02f400000KZCIeAAP,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,71
a02f400000G1i6SAAR,2019-01-22,,2019-11-18,Attending,Bachelor's,NSC,,,70
a02f4000006n7NEAAY,2015-08-31,2018-05-18,2019-11-18,Withdrew,Bachelor's,NSC,,,69
a02f400000Bli5TAAR,2018-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,2748
a02f4000006n77pAAA,2017-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,2383
a02f400000G1i68AAB,2019-01-17,2019-04-10,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1973
a02f4000006n6zuAAA,2017-08-21,2018-01-09,2019-11-18,Withdrew,Bachelor's,NSC,,,1972
a02f4000006n6ztAAA,2016-08-22,2017-02-17,2019-11-18,Withdrew,Bachelor's,NSC,,,1971
a02f4000006n7DSAAY,2014-10-02,2019-06-14,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER ENGINEERING,1017
a02f400000iSn8sAAC,2020-04-20,,2019-11-18,Attending,Bachelor's,NSC,,,680
a02f4000006n737AAA,2013-08-19,2017-06-02,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,837
a02f4000006n7NkAAI,2016-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,2803
a02f4000006n6xiAAA,2017-01-09,2017-01-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3509
a02f4000006n6xhAAA,2016-08-24,2016-12-12,2019-11-18,Transferred out,Bachelor's,NSC,,,3507
a02f400000iSn9sAAC,2020-09-01,,2019-11-18,Attending,Bachelor's,NSC,,,1858
a02f400000Blhy0AAB,2018-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,497
a02f400000KZCHPAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,496
a02f400000KbGd3AAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3776
a02f400000KbGdIAAV,2019-09-03,,2019-11-18,Attending,Bachelor's,NSC,,,2669
a02f400000KbGYfAAN,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2695
a02f400000iSnDRAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,3959
a02f400000KbGZkAAN,2015-08-17,,2019-11-18,Attending,Bachelor's,NSC,,,3247
a02f400000KbGZjAAN,2019-09-03,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3246
a02f4000006n7DbAAI,2014-05-19,2018-05-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ENVIRONMENTAL SCIENCES BS,188
a02f4000006n7BcAAI,2016-09-19,2020-06-12,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,255
a02f400000KbGebAAF,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,1053
a02f400000iSnG1AAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,3957
a02f400000KbGhlAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,152
a02f400000iSnG3AAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,2945
a02f400000iSnDMAA0,2020-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2145
a02f4000006n7EAAAY,2016-09-22,,2019-11-18,Attending,Bachelor's,NSC,,,4145
a02f400000iSnEcAAK,2020-08-24,2020-09-11,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,870
a02f400000KbGYJAA3,2019-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,233
a02f400000iSnAWAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,232
a02f400000KbGa1AAF,2019-08-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3091
a02f4000006n75NAAQ,2015-01-26,2015-05-29,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3090
a02f400000iSnGpAAK,2020-05-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2588
a02f4000006n6z8AAA,2016-08-29,2017-07-27,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2714
a02f400000KbGg9AAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3174
a02f400000iSnAGAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1421
a02f400000KZCHGAA5,2019-05-20,,2019-11-18,Attending,Bachelor's,NSC,,,1420
a02f4000006n7OvAAI,2017-08-30,2018-05-13,2019-11-18,Transferred out,Bachelor's,NSC,,,1419
a02f400000PaNOJAA3,2020-01-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1418
a02f400000Bli7GAAR,2018-08-27,2018-12-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1417
a02f400000KbGiMAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,3137
a02f4000006n70ZAAQ,2014-09-15,2015-12-12,2019-11-18,Withdrew,Bachelor's,NSC,,,1548
a02f4000006n6mEAAQ,2015-09-23,2019-06-13,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MARINE AND COASTAL SCIENCE,2307
a02f4000006n6mFAAQ,2015-08-18,2015-12-10,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2306
a02f4000006n6mDAAQ,2016-01-20,2016-05-25,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2305
a02f400000KbGdGAAV,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2475
a02f400000Bli6pAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,171
a02f400000iSnFdAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,170
a02f4000006n6gBAAQ,2014-09-15,2019-06-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,599
a02f400000G1i5PAAR,2019-01-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4011
a02f4000006n7GQAAY,2017-08-23,2018-12-10,2019-11-18,Transferred out,Bachelor's,NSC,,,4012
a02f4000006n7E6AAI,2017-01-17,2017-05-18,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2457
a02f4000006n7E5AAI,2016-06-13,2016-07-21,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2456
a02f4000006n7E7AAI,2013-08-26,2014-05-23,2019-11-18,Withdrew,Bachelor's,NSC,,,2455
a02f400000BlhywAAB,2018-08-15,2018-12-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2458
a02f4000006n6xuAAA,2015-08-24,2019-08-09,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,CRIMINAL JUSTICE,4128
a02f4000006n6hJAAQ,2016-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,4044
a02f400000KbGgjAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,2677
a02f4000006n6x1AAA,2017-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,3051
a02f4000006n6x2AAA,2017-08-19,2017-12-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3050
a02f400000KbGbEAAV,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1351
a02f400000PaNPKAA3,2020-01-23,,2019-11-18,Attending,Bachelor's,NSC,,,1522
a02f4000006n6hZAAQ,2016-08-27,2019-05-24,2019-11-18,Graduated,Certificate,NSC,CERTIFICATE 30-59 UNITS,"TRANS STUDIES CSUGEB, CERT",1521
a02f400000PaNPoAAN,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1315
a02f4000006n73vAAA,2017-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,1314
a02f400000iSnBMAA0,2020-04-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1313
a02f400000Blhx0AAB,2018-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,13
a02f400000BlhxjAAB,2018-01-16,2018-05-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,513
a02f400000Bli2IAAR,2018-09-04,,2019-11-18,Attending,Bachelor's,NSC,,,1646
a02f4000006n76sAAA,2017-09-05,2018-04-19,2019-11-18,Withdrew,Bachelor's,NSC,,,1645
a02f400000iSnBGAA0,2020-06-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1644
a02f400000KbGfCAAV,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2739
a02f4000006n75UAAQ,2016-09-22,,2019-11-18,Attending,Bachelor's,NSC,,,3035
a02f400000PaNO7AAN,2019-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3034
a02f400000iSnBWAA0,2020-05-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3033
a02f400000iSnBVAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3032
a02f400000KbGhdAAF,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,3480
a02f400000Bli7nAAB,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,2554
a02f400000KbGZaAAN,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,4092
a02f4000006n6rdAAA,2014-08-28,2014-12-19,2019-11-18,Transferred out,Bachelor's,NSC,,,1122
a02f4000006n6rcAAA,2015-01-22,2015-12-11,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1121
a02f400000KbGhYAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,969
a02f400000PaNOsAAN,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3350
a02f400000PaNOyAAN,2020-02-03,2020-09-09,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,531
a02f4000006n6ydAAA,2017-08-16,2019-05-10,2019-11-18,Withdrew,Bachelor's,NSC,,,532
a02f4000006n6woAAA,2016-09-26,2016-11-09,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,522
a02f400000Bli3cAAB,2018-09-24,2018-12-14,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,523
a02f400000iSnApAAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3007
a02f400000KbGhDAAV,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,651
a02f400000G1i5gAAB,2019-01-15,2019-08-21,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3190
a02f4000006n6umAAA,2013-08-19,2014-12-19,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3189
a02f400000BlhzqAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3433
a02f400000iSnBkAAK,2020-04-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3755
a02f400000Bli0CAAR,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,3754
a02f400000KbGXmAAN,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1030
a02f400000Bli0fAAB,2018-09-24,2018-12-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1029
a02f4000006n6fYAAQ,2016-09-26,2019-06-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1028
a02f4000006n7IcAAI,2017-08-23,2019-05-24,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BIOLOGICAL SCIENCE/SYSTEMS PHYSIOLOGY,1330
a02f4000006n7IbAAI,2016-02-01,2017-05-26,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1329
a02f4000006n7OWAAY,2014-08-26,2018-05-13,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,203
a02f4000006n72pAAA,2013-09-23,2017-06-16,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ENVIRONMENTAL SCIENCE,3723
a02f400000Bli41AAB,2018-08-22,2019-05-31,2019-11-18,Transferred out,Bachelor's,NSC,,,126
a02f400000KZCHyAAP,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,125
a02f400000BlhxCAAR,2018-09-22,,2019-11-18,Attending,Bachelor's,NSC,,,2129
a02f4000006n78iAAA,2013-09-25,2017-06-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ECONOMICS,1752
a02f400000KbGemAAF,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,2168
a02f400000PaNQ6AAN,2020-01-18,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2167
a02f400000iSnB9AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2166
a02f4000006n6jvAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,1145
a02f400000iSn8nAAC,2020-07-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,481
a02f400000KbGh7AAF,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2663
a02f4000006n6kqAAA,2013-09-21,2014-02-26,2019-11-18,Withdrew,Bachelor's,NSC,,,214
a02f4000006n6krAAA,2017-01-23,2017-03-28,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,213
a02f4000006n7DNAAY,2015-09-24,2019-03-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,847
a02f4000006n6fpAAA,2015-06-15,2015-07-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3440
a02f400000Bli07AAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3439
a02f4000006n6foAAA,2013-06-03,2018-05-23,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,CHDV (ELEMENTARY PRE-CRED) BA,3438
a02f4000006n6sNAAQ,2014-09-22,2014-12-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3502
a02f4000006n6sMAAQ,2015-01-20,2019-05-11,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3503
a02f400000iSnCfAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1160
a02f4000006n7HvAAI,2017-01-17,2017-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1499
a02f4000006n7HxAAI,2017-06-12,2017-08-04,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1498
a02f4000006n7HwAAI,2015-08-17,2016-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1497
a02f400000Bli93AAB,2018-08-14,2018-10-09,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1500
a02f400000iSnFiAAK,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,916
a02f400000Bli4yAAB,2018-09-13,,2019-11-18,Attending,Bachelor's,NSC,,,915
a02f400000Bli2GAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,518
a02f400000PaNPLAA3,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,517
a02f4000006n7PCAAY,2015-08-22,2015-11-06,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2379
a02f400000KbGZDAA3,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,2454
a02f400000iSnGJAA0,2020-08-08,,2019-11-18,Attending,Bachelor's,NSC,,,3844
a02f400000Bli46AAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,1785
a02f400000KZCGpAAP,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2881
a02f400000BlhxRAAR,2018-08-15,,2019-11-18,Attending,Bachelor's,NSC,,,2880
a02f4000006n6edAAA,2017-09-25,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2433
a02f4000006n6ecAAA,2016-08-24,2017-05-12,2019-11-18,Withdrew,Bachelor's,NSC,,,2432
a02f400000KbGg0AAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2288
a02f400000PaNQNAA3,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2543
a02f400000G1i6WAAR,2019-01-28,2019-02-01,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2541
a02f4000006n6snAAA,2017-09-25,2018-12-14,2019-11-18,Transferred out,Bachelor's,NSC,,,2542
a02f400000KbGhLAAV,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,2478
a02f400000KbGifAAF,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,3054
a02f400000KbGdpAAF,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3622
a02f400000KbGeFAAV,2019-08-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1058
a02f4000006n6v7AAA,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,2607
a02f400000Bli5xAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,1167
a02f4000006n7ENAAY,2015-08-24,2018-05-10,2019-11-18,Transferred out,Bachelor's,NSC,,,1166
a02f400000Bli7tAAB,2018-09-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3866
a02f4000006n7EZAAY,2013-09-03,2017-05-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART,2782
a02f4000006n7A0AAI,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,3021
a02f4000006n6ykAAA,2016-08-24,2017-05-12,2019-11-18,Transferred out,Bachelor's,NSC,,,89
a02f4000006n6yjAAA,2017-08-14,2018-05-25,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,88
a02f400000KbGaiAAF,2019-09-04,,2019-11-18,Attending,Bachelor's,NSC,,,374
a02f4000006n77xAAA,2015-08-31,2016-05-27,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3404
a02f400000Bli6aAAB,2018-01-22,2019-12-20,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER SCIENCE,3403
a02f4000006n79sAAA,2015-09-09,2019-06-14,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,MAJOR IN SOCIOLOGY,2489
a02f400000Bli4vAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,2157
a02f400000Bli3zAAB,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,1034
a02f400000Bli3yAAB,2018-08-25,2018-12-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1033
a02f4000006n7BHAAY,2016-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,1771
a02f400000iSnAmAAK,2020-08-22,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1770
a02f400000KbGaQAAV,2019-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,1506
a02f400000iSnDsAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1505
a02f400000KbGikAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,235
a02f4000006n7PJAAY,2016-08-29,2017-05-26,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3563
a02f400000Bli7JAAR,2018-01-27,2018-12-15,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3562
a02f400000iSnG0AAK,2020-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2113
