Id,Needs_NSC_Review__c,NSC_Review_Reason__c
003f400000KvxMhAAJ,True,<Changed>New unreported graduation (was Withdrew): University of San Francisco (May 2018); <Warning>Graduated enrollment not confirmed by NSC: University of San Francisco (May 2018 start)
003f400000KvxNcAAJ,True,<Changed>New unreported left college: Skyline College (Jan 2019 start); <Changed>New unreported left college: Canada College (Aug 2018 start)
003f400000KvxgKAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Redlands (Aug 2020 start)
003f400000KvxYLAAZ,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start)
003f400000KvxQUAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000KvxW5AAJ,True,<Changed>New unreported left college: Notre Dame de Namur University (Aug 2016 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start)
003f400000KvxUjAAJ,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Jan 2019 start currently 01/10/2019 end)
003f400000KvxNfAAJ,True,<Changed>New unreported left college: University of California-San Diego (Jan 2017 start)
003f40000169hrwAAA,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2019 start)
003f400001XsrrrAAB,True,<Warning>Attending enrollment not confirmed by NSC: Eastern Washington University (Sep 2020 start)
003f400000KvxWiAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Aug 2016 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start)
003f400000KvxNvAAJ,True,<Changed>New unreported left college: Canada College (Jun 2018 start)
003f400000KvxVGAAZ,True,<Changed>New unreported left college: West Valley College (Aug 2016 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000TlTMEAA3,True,<Changed>New unreported left college: University of California-Merced (Aug 2018 start)
003f400000TlTKDAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start)
003f400000TlTQKAA3,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400000KvxWXAAZ,True,<Added>NSC indicates previously unreported enrollment (Graduated):  (Sep 2018 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2017 start); <Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Jan 2017 start); <Warning>Graduated enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400001XsrohAAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Chico (Aug 2020 start)
003f400001XsrrLAAR,True,<Warning>Attending enrollment not confirmed by NSC: Diablo Valley College (Aug 2020 start)
003f400001XsrnQAAR,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start)
003f400000KvxcSAAR,True,<Changed>New unreported left college: San Jose State University (Aug 2017 start); <Changed>New unreported left college: Canada College (Aug 2018 start)
003f400000KvxdbAAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2019 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start); <Warning>Attending enrollment not confirmed by NSC: Carrington College California-San Jose (Sep 2020 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f400000xFjyjAAC,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start)
003f400000KvxOHAAZ,True,<Not changed>NSC indicates still attending (currently Withdrew): Foothill College (Sep 2016 start currently 01/10/2020 end)
003f400000KvxX0AAJ,True,<Changed>New unreported left college: San Jacinto Community College (Aug 2017 start)
003f400000TlTPLAA3,True,<Changed>New unreported left college: Foothill College (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: College of San Mateo (Oct 2020 start)
003f400000TlTLeAAN,True,<Not changed>NSC indicates still attending (currently Withdrew): Skyline College (Aug 2018 start currently 07/01/2019 end)
003f400000TlTKdAAN,True,<Warning>Attending enrollment not confirmed by NSC: FIDM/Fashion Institute of Design & Merchandising-Orange County (Aug 2018 start)
003f400001XsrjKAAR,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Sacramento (Aug 2020 start)
003f400000KvxYJAAZ,True,<Changed>New unreported left college: Canada College (Aug 2017 start)
003f400001XsrvUAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of San Francisco (Aug 2020 start)
003f400000KvxOjAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): San Francisco State University (Aug 2018 start)
003f400000xFjyiAAC,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000TlTSeAAN,True,<Not changed>NSC indicates still attending (currently Withdrew): San Joaquin Delta College (Aug 2018 start currently 07/07/2019 end)
003f400000KvxPWAAZ,True,<Changed>New unreported left college: Canada College (Aug 2015 start)
003f400000KvxIWAAZ,True,<Changed>New unreported graduation (was Withdrew): University of California-Davis (Mar 2018); <Warning>Graduated enrollment not confirmed by NSC: University of California-Davis (Mar 2018 start)
003f400001XsrtGAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxWoAAJ,True,<Changed>New unreported left college: San Jose City College (Jun 2018 start)
003f400001XsrrnAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Southern California (Aug 2020 start)
003f400000KvxSkAAJ,True,<Changed>New unreported left college: California State University-Sacramento (May 2016 start)
003f400001XsrncAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Houston (Aug 2020 start)
003f400001XsrvcAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start)
003f400001XsriEAAR,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start)
003f400000KvxK5AAJ,True,<Warning>Withdrew enrollment not confirmed by NSC: California Polytechnic State University-San Luis Obispo (Jan 2015 start); <Warning>Withdrew enrollment not confirmed by NSC: California Polytechnic State University-San Luis Obispo (Sep 2013 start)
003f400000KvxS9AAJ,True,<Changed>New unreported graduation (was Attending): University of California-Davis (Dec 2019); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Jun 2016 start); <Warning>Attending enrollment not confirmed by NSC: University of San Francisco (Aug 2020 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Jun 2016 start); <Warning>Graduated enrollment not confirmed by NSC: University of California-Davis (Dec 2019 start)
003f400000KvxTiAAJ,True,<Changed>New unreported left college: De Anza College (Sep 2018 start)
003f400001Xsrx4AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400000KvxO4AAJ,True,<Changed>New unreported left college: Santa Clara University (Sep 2015 start)
003f400000KvxfvAAB,True,<Changed>New unreported left college: Hawaii Pacific University (Aug 2017 start)
003f400000KvxQfAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2016 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jun 2016 start)
003f400001XsrqFAAR,True,<Not changed>NSC indicates still attending (currently Withdrew): Pacific Lutheran University (Sep 2020 start currently 09/10/2020 end)
003f400001XsrgyAAB,True,<Warning>Attending enrollment not confirmed by NSC: Citrus College (Aug 2020 start); <Warning>Transferred out enrollment not confirmed by NSC: University of San Francisco (Aug 2020 start)
003f400000TlTQ4AAN,True,<Changed>New unreported left college: University of California-Merced (Aug 2018 start)
003f400000KvxJYAAZ,True,<Changed>New unreported left college: College of San Mateo (Jun 2018 start)
003f400000KvxXqAAJ,True,<Changed>New unreported left college: Foothill College (Sep 2017 start)
003f400000KvxddAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start)
003f400000KvxQBAAZ,True,<Changed>New unreported left college: De Anza College (Apr 2019 start); <Changed>New unreported left college: California Polytechnic State University-San Luis Obispo (Sep 2015 start)
003f400000KvxeHAAR,True,<Changed>New unreported left college: San Jose State University (Aug 2017 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start)
003f400001XsrhQAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Great Falls (Aug 2020 start)
003f40000169hyoAAA,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start)
003f400000KvxTCAAZ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Davis (Sep 2016 start)
003f400001XsrrHAAR,True,<Not changed>NSC indicates still attending (currently Withdrew): College of San Mateo (Aug 2020 start currently 09/14/2020 end)
003f400000KvxKUAAZ,True,<Changed>New unreported graduation (was Attending): California State University-East Bay (Jun 2019); <Warning>Graduated enrollment not confirmed by NSC: California State University-East Bay (Jun 2019 start)
003f400001XsriqAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start)
003f400000KvxRzAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): De Anza College (Jun 2020 start); <Changed>New unreported left college: De Anza College (Jun 2015 start)
003f40000169hw7AAA,True,<Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start)
003f400001XsrhTAAR,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start)
003f400000KvxXYAAZ,True,<Changed>New unreported left college: College of San Mateo (Aug 2018 start); <Changed>New unreported left college: Skyline College (Aug 2017 start)
003f400000KvxUsAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jun 2017 start)
003f400001Xsrs0AAB,True,<Warning>Attending enrollment not confirmed by NSC: Boston University (Sep 2020 start)
003f400001XsrwFAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400001XsrnZAAR,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400000TlTKLAA3,True,<Changed>New unreported left college: De Anza College (Jul 2018 start)
003f400001XsriVAAR,True,<Warning>Withdrew enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400000TlTM1AAN,True,<Changed>New unreported left college: Canada College (Aug 2018 start)
003f400001XsrizAAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Chico (Aug 2020 start)
003f400000KvxeZAAR,True,<Changed>New unreported left college: City College of San Francisco (Aug 2017 start)
003f400001XsrnlAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400001XsrquAAB,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start)
003f400001Xsri8AAB,True,<Not changed>NSC indicates still attending (currently Withdrew): Canada College (Aug 2020 start currently 09/10/2020 end)
003f400000TlTK7AAN,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Sep 2018 start currently 07/04/2019 end)
003f400000KvxeLAAR,True,<Changed>New unreported left college: California Polytechnic State University-San Luis Obispo (Sep 2017 start)
003f400001XsroyAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-San Diego (Oct 2020 start)
003f400000TlTSvAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f40000169i0sAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxcxAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2018 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f40000169hsPAAQ,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2019 start)
003f400001XsrhPAAR,True,<Warning>Attending enrollment not confirmed by NSC: Santa Clara University (Sep 2020 start)
003f400000TlTOlAAN,True,<Changed>New unreported left college: San Francisco State University (Aug 2018 start)
003f400000KvxeMAAR,True,<Changed>New unreported left college: College of San Mateo (Jun 2018 start)
003f400000KvxfsAAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2017 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f400001XsrhsAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start)
003f400000KvxS7AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Santa Clara University (Sep 2020 start)
003f400000KvxRoAAJ,True,<Changed>New unreported left college: Lake Tahoe Community College (Jul 2018 start); <Changed>New unreported left college: California Polytechnic State University-San Luis Obispo (Sep 2015 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2016 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jun 2016 start); <Warning>Graduated enrollment not confirmed by NSC: California Polytechnic State University-San Luis Obispo (Jun 2020 start)
003f400000TlTLAAA3,True,<Changed>New unreported left college: California State University-Monterey Bay (Aug 2018 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start)
003f400000KvxeuAAB,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400000xFjytAAC,True,<Not changed>Graduation not confirmed (Attending in NSC): West Valley College (May 2019 start); <Changed>New unreported left college: Ohlone Community College (Aug 2018 start); <Changed>New unreported left college: West Valley College (May 2018 start); <Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000Kvx49AAB,True,<Changed>New unreported left college: Skyline College (Jun 2018 start)
003f400000KvxVJAAZ,True,<Changed>New unreported left college: De Anza College (Apr 2019 start)
003f400001Xsrp6AAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Redlands (Aug 2020 start)
003f400001XsrtKAAR,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400001XsriZAAR,True,<Warning>Attending enrollment not confirmed by NSC: Grand Canyon University (Sep 2020 start)
003f400000KvxWOAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2018 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f400000KvxQ4AAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-San Francisco (Sep 2019 start)
003f400001Xsro9AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400001XsrtDAAR,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Sacramento (Aug 2020 start)
003f40000169i2lAAA,True,<Warning>Attending enrollment not confirmed by NSC: Western Washington University (Sep 2020 start)
003f400000KvxcXAAR,True,<Changed>New unreported left college: Canada College (Aug 2017 start)
003f400000Kvx48AAB,True,<Changed>New unreported left college: Skyline College (Aug 2018 start)
003f40000169i0kAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxV4AAJ,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Sep 2017 start currently 09/30/2020 end)
003f400001Xsrh9AAB,True,<Warning>Attending enrollment not confirmed by NSC: Contra Costa College (Aug 2020 start)
003f40000169hxbAAA,True,<Warning>Attending enrollment not confirmed by NSC: Lane Community College (Sep 2020 start)
003f400001XsrryAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Merced (Aug 2020 start)
003f400001XsrqPAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Puget Sound (Aug 2020 start)
003f400000KvxTLAAZ,True,<Changed>New unreported left college: Brookhaven College (Jan 2019 start)
003f400001XsrhSAAR,True,<Warning>Attending enrollment not confirmed by NSC: Contra Costa College (Aug 2020 start)
003f400000KvxYsAAJ,True,<Changed>New unreported left college: Canada College (Jun 2018 start)
003f400000TlTRhAAN,True,<Changed>New unreported left college: Humboldt State University (Aug 2018 start)
003f400001XsrnDAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Merced (Aug 2020 start)
003f400000KvxPXAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Drexel University (Sep 2020 start)
003f400000TlTR2AAN,True,<Changed>New unreported left college: San Francisco State University (Aug 2018 start)
003f400000TlTPgAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000TlTPVAA3,True,<Changed>New unreported left college: Sacramento City College (Aug 2018 start)
003f40000169hrbAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxdlAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f400000TlTLXAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000KvxVRAAZ,True,<Changed>New unreported left college: San Jose City College (Jan 2019 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2018 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jan 2017 start)
003f400001XsroOAAR,True,<Warning>Attending enrollment not confirmed by NSC: Seattle Community College-South Campus (Sep 2020 start)
003f400000KvxJXAAZ,True,<Changed>New unreported graduation (was Withdrew): Humboldt State University (Dec 2018); <Warning>Graduated enrollment not confirmed by NSC: Humboldt State University (Dec 2018 start)
003f400000TlTKoAAN,True,<Changed>New unreported left college: California State University-Sacramento (Aug 2018 start)
003f400000KvxWmAAJ,True,<Changed>New unreported left college: Gavilan College (Jun 2018 start); <Changed>New unreported left college: California State University-Sacramento (Jan 2019 start)
003f400001Xsrj6AAB,True,<Warning>Attending enrollment not confirmed by NSC: Sacramento City College (Aug 2020 start); <Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxX8AAJ,True,<Changed>New unreported left college: Foothill College (Jul 2018 start)
003f40000169i0eAAA,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start)
003f400000KvxQvAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2017 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jan 2017 start)
003f40000169uETAAY,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start)
003f400000KvxRGAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2019 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start)
003f400001XsrrJAAR,True,<Warning>Attending enrollment not confirmed by NSC: Contra Costa College (Aug 2020 start)
003f400000KvxWNAAZ,True,<Changed>New unreported left college: Clovis Community College (NM) (Aug 2016 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start); <Warning>Withdrew enrollment not confirmed by NSC: Clovis Community College (CA) (Aug 2016 start)
003f400001XsrppAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Riverside (Sep 2020 start)
003f400000KvxVbAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000KvxJeAAJ,True,<Warning>Attending enrollment not confirmed by NSC: Grand Canyon University (Sep 2020 start)
003f400000KvxQsAAJ,True,<Changed>New unreported left college: West Valley College (Jan 2019 start)
003f400000KvxLkAAJ,True,<Changed>New unreported left college: Kapiolani Community College (Jan 2019 start)
003f400000KvxR5AAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Aug 2016 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start)
003f400001Xsrh2AAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Long Beach (Aug 2020 start)
003f40000169hw8AAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxR7AAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2016 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jun 2016 start)
003f400001Xsrp9AAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f40000169hqKAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): University of Washington-Seattle Campus (Sep 2019 start currently 10/01/2020 end)
003f400000TlTLQAA3,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start)
003f400001XsrjRAAR,True,<Warning>Attending enrollment not confirmed by NSC: Sacramento City College (Aug 2020 start); <Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000TlTKVAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400001XsrsVAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start)
003f40000169hvaAAA,True,<Warning>Attending enrollment not confirmed by NSC and <Warning>Changed Degree Type from Bachelor's to Associate's or Certificate (TBD): Highline Community College (Sep 2020 start)
003f400001XsroYAAR,True,<Warning>Attending enrollment not confirmed by NSC: The Evergreen State College (Sep 2020 start)
003f400001XsrpuAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxRXAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Aug 2015 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2015 start); <Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400001Xsro7AAB,True,<Warning>Attending enrollment not confirmed by NSC: Houston Community College (Aug 2020 start)
003f400001XsrnmAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Southern California (Aug 2020 start)
003f400001Xsrt2AAB,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400001XsrgxAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start)
003f400000KvxcyAAB,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start)
003f400001Xsrt6AAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Sacramento (Aug 2020 start)
003f400001Xsrp2AAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxVsAAJ,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Sep 2016 start currently 02/06/2020 end)
003f400000KvxYHAAZ,True,<Changed>New unreported left college: Skyline College (Aug 2018 start)
003f400000TlTREAA3,True,<Changed>New unreported left college: San Jose State University (Aug 2018 start); <Warning>Attending enrollment not confirmed by NSC: San Jose City College (Aug 2020 start)
003f400001XsrnvAAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400000KvxckAAB,True,<Not changed>NSC indicates still attending (currently Withdrew): Canada College (Aug 2017 start currently 09/07/2020 end)
003f400001Xsrr6AAB,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400000TlTQeAAN,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Barbara (Oct 2020 start)
003f400000KvxPZAAZ,True,<Changed>New unreported left college: De Anza College (Apr 2019 start)
003f400000TlTL1AAN,True,<Changed>New unreported left college: West Valley College (May 2018 start); <Changed>New unreported left college: San Jose City College (Sep 2018 start)
003f400001XsrnEAAR,True,<Warning>Attending enrollment not confirmed by NSC: The Evergreen State College (Sep 2020 start)
003f400001XsroeAAB,True,<Warning>Attending enrollment not confirmed by NSC: Boston University (Sep 2020 start)
003f400000KvxXWAAZ,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400001XsrsuAAB,True,<Warning>Attending enrollment not confirmed by NSC: Santa Clara University (Sep 2020 start)
003f40000169hvLAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): Canada College (Jan 2020 start currently 09/04/2020 end)
003f40000169hxTAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start)
003f400001XsriaAAB,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400000TlTSxAAN,True,<Changed>New unreported left college: Gavilan College (Aug 2018 start)
003f400000KvxUkAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Aug 2016 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start)
003f400001XsrhGAAR,True,<Warning>Attending enrollment not confirmed by NSC: San Jose City College (Aug 2020 start)
003f400000KvxflAAB,True,<Warning>Attending enrollment not confirmed by NSC: Mission College (May 2020 start)
003f400000KvxSsAAJ,True,<Changed>New unreported left college: San Francisco State University (Aug 2016 start)
